question,Factual_Info
"Question: The most probable diagnosis for a 58-year-old woman with a previous history of breast cancer presenting with tiredness, accompanied by a low-grade fever and splenomegaly (spleen enlargement 10 cm below the left costal margin), along with abnormal FBC findings including WBC 14.8 × 10^9 /l, Hb 74 g/l, MCV 85 fl, platelet count 500 × 10^9 /l, and a blood film showing leucoerythroblastic changes and tear drop poikilocytes is:
###Options:
A.  Liver metastases causing hypersplenism
B.  Primary myelofibrosis
C.  Essential thrombocythaemia
D.  Bone marrow metastases
E.  Chronic myeloid leukaemia

###Answer:",Realated To Gender
"Question: A 19-year-old man who is a college freshman comes to the office because of a 4-day history of tender, swollen glands.He also has a 6-day history of fever, malaise, and decreased appetite. His temperature is 38.7°C (101.7°F). Physicalexamination shows swelling of the parotid glands. Which of the following infectious agents is the most likely cause ofthese findings?
###Options:
A.  Epstein-Barr virus
B.  Hepatitis B virus
C.  Measles virus
D.  Mumps virus
E.  Rubella virus

###Answer:",Realated To Gender
"Question: A 45 year old male is diagnosed with tuberculosis. A house officer wants to carry out baseline investigations before starting anti TB therapy. Which of the following is most appropriate?
###Options:
A.  Full Blood Count
B.  Blood glucose
C.  Urine for acid fast bacilli
D.  Vitamin B6
E.  Liver function Test

###Answer:",Realated To Gender
"Question: A 56-year-old woman arrives at the clinic for her yearly visit. She is in good health and has no medical conditions except for asthma that was diagnosed when she was 15, and she has not used an inhaler since. Her blood pressure is 118/84 mmHg, the pulse is 65/minute, the height is 5 foot 4 inches, and the weight is 128 lbs. She currently takes no medication besides a multivitamin with breakfast. Amongst the workup, it is noted she is due for her Tdap (tetanus, diphtheria, and acellular pertussis) booster. Which of the following possible side effects should she be warned about?
###Options:
A.  Diarrhea
B.  Brachial neuritis
C.  Aseptic meningitis
D.  Hypertension
E.  DM

###Answer:",Realated To Gender
"Question: An 80-year-old man presents with fatigue for the past month and a recent episode of hematochezia. His wife adds that he gets tired and short of breath more quickly than usual and is starting to look pale. A physical examination reveals a pale older male with no significant findings. A complete blood count shows a microcytic anemia. A fecal occult blood test is positive. A lower gastrointestinal bleed is suspected. Other than colonoscopy, what diagnostic measure can be used to localize a lower gastrointestinal bleed?
###Options:
A.  Esophagogastroduodenoscopy
B.  MRI of the abdomen
C.  X-ray of the abdomen
D.  Technetium-99m red blood cell labeled scintigraphy
E.  CT of the abdomen

###Answer:",Realated To Gender
"Question: A 34-year-old woman with a past medical history of systemic lupus erythematosus on chronic steroids and recently diagnosed Raynaud phenomenon presents to the hospital with a severe throbbing headache and blurring of vision. Vital signs show a blood pressure of 210/120 mmHg. On examination, she is noted to have some digital nail pitting and bilateral papilledema. No abdominal bruit is present. Laboratory values are significant for thrombocytopenia, normocytic anemia, increased indirect bilirubin, decreased haptoglobin, elevated LDH, BUN 23 mg/dl, serum creatinine 3 mg/dl, and glucose 112 mg/dl. Urine analysis shows mild proteinuria. The patient has no known kidney disease, no history of hypertension and laboratory values from 6 months ago were all within normal limits. On further questioning her medical history, she states that she had some recent onset of heartburn for which she has been taking omeprazole. Which of the following is the most likely cause for her sudden increase in blood pressure?
###Options:
A.  Pheochromocytoma
B.  Scleroderma
C.  Lupus flare
D.  Hemolytic uremic syndrome
E.  urticaria

###Answer:",Realated To Gender
"Question: A 2-week-old male newborn is brought to the office for a well-child examination. He was delivered following anuncomplicated, spontaneous vaginal delivery at 41 weeks' gestation. The mother has no history of serious illness anddid not receive prenatal care. Her only medication is a prenatal vitamin. She has consumed large amounts of vodkanightly for 10 years. Which of the following examination findings is most likely to be present in this patient?
###Options:
A.  Hypospadias
B.  Limb hypoplasia
C.  Neck webbing
D.  Short palpebral fissure
E.  Spasticity

###Answer:",Realated To Gender
"Question: The most likely explanation for the findings in a 55-year-old man who experienced significant bleeding after tonsillectomy as a child, requiring a blood transfusion, and now presents with a coagulation screen showing a prolonged PT of 10.7 s (reference range: 9.611.6 s) and APTT of 63 s (reference range: 2632 s), with a normal thrombin time, is:
###Options:
A.  Combined factor V and VIII deficiency
B.  Factor XII deficiency
C.  Factor V deficiency
D.  Factor VII deficiency
E.  Factor XI deficiency

###Answer:",Realated To Gender
"Question: A 70-year-old man is admitted to the intensive care unit (lCU) in shock. Hehad been found lscious in a park and brought to the hospital. No medicalhistory is available. His blood oJre is 72/25 mm Hg with a heart rate of 107beats per minute. The initial clinical workup jnclusive, and he is respondsmarginally to IV fluids and dopamine. The decision is made ce a pulmonaryartery catheter. Initial findings are: central venous pressure (CVP) = 2 mmulmonary artery (PA) = 20/5 mm Hg, pulmonary capillary wedge pressure(PCWP) = 4 mm .3rdiac output (CO) by Fick's equation = 2.5 Umin. Meanarterial pressure (MAP) at the time of the measurements is 47.What is the cause of this patient's hypotension?
###Options:
A.  Cardiogenic shock
B.  Cardiogenic shock
C.  Septic (distributive) shock
D.  Anaphylactic shock

###Answer:",Realated To Gender
"Question: A 3-week-old girl delivered at term with no complications is brought to the physician by her mother because of a 1-week history of yellow eyes and skin, tan-colored stools, and dark brown urine. The newborn has been breast-feeding without difficulty. She is alert and appears to be in no distress. She is at the 50th percentile for length and weight. Physical examination shows scleral icterus and jaundice. There is mild hepatomegaly; the spleen is not palpable. Laboratory studies show:Hemoglobin 14.4 g/dLHematocrit 43%Leukocyte count 8000/mm3SerumAlbumin 3.5 g/dLBilirubin, total 14 mg/dL Direct 12.5 mg/dLAST 50 U/LALT 45 U/LWhich of the following is the most likely diagnosis?
###Options:
A.  Biliary atresia
B.  Crigler-Najjar syndrome, type I
C.  Gilbert syndrome
D.  Hemolytic disease of the newborn
E.  Physiologic jaundice

###Answer:",Realated To Gender
"Question: A 2-week-old boy presents for a well-child check-up at UITH wellness clinic. He was delivered at 37 weeks gestation after an uneventful pregnancy. His physical examination reveals a round face, microcephaly, and a cat-like cry. What is the most likely genetic defect?
###Options:
A.  Trisomy 13
B.  Trisomy 18
C.  Deletion of 5p
D.  Trisomy 21
E.  Trisomy 11

###Answer:",Realated To Gender
"Question: A 17-year-old boy presents with a right-hand tremor, personality changes, and a random jerking of his right leg for the past 3 weeks. His medical history is significant for diabetes mellitus type 1. His family history is significant for a brain tumor in his father. His diet includes significant consumption of mushrooms, chocolate, liver, and shellfish. His current medications include multivitamins. Laboratory investigations reveal elevated liver enzymes. The eye examination shows a ring that appears like brown rust in the Descemet membrane of the cornea. The diagnosis is established using blood and urine tests, and appropriate treatment is initiated. Which of the following is a risk factor for the underlying condition in this patient?
###Options:
A.  Diabetes mellitus type 1
B.  Male sex
C.  His diet
D.  Brain tumor in his father
E.  Diabetes mellitus type 2

###Answer:",Realated To Gender
"Question: Which of the following are true withregard to hydatid disease caused byEchinococcus granulosus?
###Options:
A.  A Man is the definitive host.
B.  B Dog is the definitive host.
C.  C Sheep and cattle are intermediate hosts.
D.  D The disease causes cystic lesions mainly in the liver but may affect any organ.
E.  E The disease causes an infiltration of the liver without any definite margin.

###Answer:",Realated To Gender
